POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
81,Aakash Chopra,2,1,0,11,11,11.00,19,57.89,0,0,2,0
82,Praveen Kumar,13,8,3,65,14*,13.00,46,141.30,0,0,1,6
83,Chaminda Vaas,2,2,1,30,20,30.00,21,142.85,0,0,1,1
84,Rajesh Bishnoi,3,3,0,19,18,6.33,17,111.76,0,0,1,2
85,VVS Laxman,5,5,0,19,10,3.80,33,57.57,0,0,1,1
86,Niraj Patel,4,2,0,18,14,9.00,38,47.36,0,0,1,0
87,Balachandra Akhil,6,3,1,17,9,8.50,15,113.33,0,0,1,1
88,Mahesh Rawat,5,3,3,16,8*,-,19,84.21,0,0,1,0
89,Ishant Sharma,11,3,1,16,9,8.00,13,123.07,0,0,1,1
90,Ishant Sharma,11,3,1,16,9,8.00,13,123.07,0,0,1,1
91,Graham Napier,1,1,0,15,15,15.00,16,93.75,0,0,1,0
92,Ravichandran Ashwin,2,1,0,8,8,8.00,15,53.33,0,0,1,0
93,Muttiah Muralitharan,13,4,2,8,4,4.00,8,100.00,0,0,1,0
94,Morne Morkel,2,1,0,8,8,8.00,8,100.00,0,0,1,0
95,Arindam Ghosh,2,2,0,7,7,3.50,8,87.50,0,0,1,0
96,Paul Valthaty,2,2,0,6,5,3.00,12,50.00,0,0,1,0
97,Shoaib Shaikh,2,1,0,6,6,6.00,7,85.71,0,0,1,0
98,Siddharth Chitnis,1,1,0,6,6,6.00,8,75.00,0,0,1,0
99,Shanthakumaran Sreesanth,7,2,2,5,4*,-,18,27.77,0,0,1,0
