POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
33,Shikhar Dhawan,14,14,1,479,77,36.84,376,127.39,0,3,53,9
34,Ajinkya Rahane,16,16,1,382,60,25.46,323,118.26,0,2,35,9
35,Rohit Sharma,17,16,2,333,67,23.78,273,121.97,0,3,31,9
36,Lendl Simmons,7,7,0,137,66,19.57,112,122.32,0,2,10,8
37,Yuvraj Singh,12,11,2,252,70*,28.00,177,142.37,0,2,30,8
38,Dwayne Smith,12,12,1,239,74,21.72,156,153.20,0,2,32,8
39,Wriddhiman Saha,14,11,1,234,93*,23.40,187,125.13,0,1,20,8
40,Parthiv Patel,16,16,0,395,70,24.68,293,134.81,0,2,49,8
41,Pawan Negi,12,10,2,144,35,18.00,111,129.72,0,0,10,7
42,Krunal Pandya,13,11,4,243,47,34.71,179,135.75,0,0,24,7
43,Gautam Gambhir,16,16,4,498,76*,41.50,389,128.02,0,4,61,7
44,Travis Head,7,7,2,151,75*,30.20,108,139.81,0,1,9,6
45,Chris Morris,9,9,4,154,52*,30.80,94,163.82,0,1,15,6
46,Colin de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,10,6
47,Karun Nair,14,13,0,281,64,21.61,226,124.33,0,1,39,6
48,Yusuf Pathan,15,11,3,143,59,17.87,115,124.34,0,1,9,6
49,Martin Guptill,7,7,1,132,50*,22.00,88,150.00,0,1,17,5
50,Shaun Marsh,9,8,0,264,84,33.00,194,136.08,0,2,36,5
51,Dan Christian,13,9,4,79,17*,15.80,49,161.22,0,0,5,5
52,David Miller,5,4,1,83,30*,27.66,80,103.75,0,0,4,4
53,Deepak Hooda,10,6,3,78,19*,26.00,52,150.00,0,0,5,4
54,Mandeep Singh,11,10,0,188,52,18.80,177,106.21,0,1,21,4
55,Pat Cummins,12,9,4,77,24,15.40,53,145.28,0,0,5,4
56,Ravindra Jadeja,12,10,6,158,28,39.50,113,139.82,0,0,13,4
57,Moises Henriques,12,11,5,277,55*,46.16,203,136.45,0,3,28,4
58,Ben Cutting,4,3,1,51,20,25.50,26,196.15,0,0,5,3
59,Ambati Rayudu,5,5,0,91,63,18.20,78,116.66,0,1,7,3
60,Andrew Tye,6,3,1,53,25,26.50,30,176.66,0,0,4,3
61,Stuart Binny,8,7,2,78,18*,15.60,76,102.63,0,0,6,3
62,Suryakumar Yadav,10,7,1,105,31,17.50,88,119.31,0,0,8,3
63,Naman Ojha,14,5,1,79,34,19.75,65,121.53,0,0,2,3
64,Deepak Chahar,3,1,0,14,14,14.00,6,233.33,0,0,0,2
65,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2
66,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2
67,Nathan Coulter-Nile,8,3,0,14,6,4.66,12,116.66,0,0,0,2
68,Mohammad Shami,8,6,2,36,21,9.00,24,150.00,0,0,4,2
69,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2
70,Amit Mishra,14,6,5,49,13*,49.00,52,94.23,0,0,2,2
71,Ankit Sharma,1,1,0,25,25,25.00,15,166.66,0,0,2,1
72,Tim Southee,3,1,0,7,7,7.00,3,233.33,0,0,0,1
73,Rajat Bhatia,3,2,1,16,16,16.00,17,94.11,0,0,0,1
74,Angelo Mathews,3,2,0,32,31,16.00,27,118.51,0,0,2,1
75,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1
76,Jason Roy,3,3,1,59,31,29.50,40,147.50,0,0,9,1
77,Vijay Shankar,4,4,2,101,63*,50.50,75,134.66,0,1,12,1
78,Tymal Mills,5,3,0,8,6,2.66,11,72.72,0,0,0,1
79,Aniket Choudhary,5,3,2,25,15*,25.00,20,125.00,0,0,1,1
80,Mitchell Johnson,5,3,3,20,13*,-,17,117.64,0,0,1,1
81,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1
82,Sam Billings,6,6,0,138,55,23.00,104,132.69,0,1,19,1
83,Bipul Sharma,7,3,2,31,21*,31.00,24,129.16,0,0,2,1
84,Ankit Soni,7,3,1,7,7*,3.50,9,77.77,0,0,0,1
85,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1
86,Harbhajan Singh,11,7,5,16,7*,8.00,16,100.00,0,0,0,1
87,Lasith Malinga,12,2,2,7,7*,-,3,233.33,0,0,0,1
88,Basil Thampi,12,5,5,28,13*,-,28,100.00,0,0,1,1
89,Chris Woakes,13,7,3,46,18,11.50,47,97.87,0,0,4,1
90,Rashid Khan,14,3,1,11,6*,5.50,9,122.22,0,0,0,1
91,Mitchell McClenaghan,14,7,3,16,12,4.00,15,106.66,0,0,0,1
92,Mohit Sharma,14,7,1,51,13,8.50,50,102.00,0,0,3,1
93,Jasprit Bumrah,16,2,1,16,16*,16.00,12,133.33,0,0,0,1
