POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
1,David Warner,14,14,1,562,91,43.23,359,156.54,0,7,65,21
2,AB de Villiers,16,14,3,513,133*,46.63,293,175.08,1,2,60,22
3,Lendl Simmons,13,13,1,540,71,45.00,441,122.44,0,6,56,21
4,Ajinkya Rahane,14,13,2,540,91*,49.09,413,130.75,0,4,53,13
5,Dwayne Smith,16,16,0,399,62,24.93,335,119.10,0,2,52,16
6,Brendon McCullum,14,14,1,436,100*,33.53,280,155.71,1,2,51,23
7,Parthiv Patel,14,14,1,339,59,26.07,246,137.80,0,2,47,5
8,Shikhar Dhawan,14,14,1,353,54,27.15,286,123.42,0,3,45,6
9,Robin Uthappa,13,13,1,364,80*,30.33,277,131.40,0,1,42,7
10,Rohit Sharma,16,16,2,482,98*,34.42,333,144.74,0,3,41,21
11,Shreyas Iyer,14,14,1,439,83,33.76,342,128.36,0,4,41,21
12,Gautam Gambhir,13,13,0,327,60,25.15,278,117.62,0,3,41,4
13,Chris Gayle,14,14,2,491,117,40.91,333,147.44,1,2,39,38
14,Faf du Plessis,17,15,2,380,55,29.23,304,125.00,0,1,37,5
15,Shane Watson,10,9,1,347,104*,43.37,257,135.01,1,1,37,14
16,Virat Kohli,16,16,5,505,82*,45.90,386,130.82,0,3,35,23
17,Andre Russell,13,11,2,326,66,36.22,169,192.89,0,3,35,19
18,Steve Smith,14,12,1,293,79*,26.63,221,132.57,0,2,33,3
19,Suresh Raina,17,17,2,374,62,24.93,304,123.02,0,2,31,16
20,Yusuf Pathan,13,12,5,312,52,44.57,231,135.06,0,1,29,12
21,Kieron Pollard,16,14,3,419,70,38.09,256,163.67,0,2,28,28
22,JP Duminy,14,13,3,414,78*,41.40,315,131.42,0,4,27,20
23,MS Dhoni,17,17,5,372,53,31.00,305,121.96,0,1,27,17
24,Murali Vijay,11,11,0,251,39,22.81,228,110.08,0,0,27,8
25,Yuvraj Singh,14,13,0,248,57,19.07,210,118.09,0,2,23,10
26,Mayank Agarwal,10,10,1,213,68,23.66,177,120.33,0,2,23,7
27,George Bailey,13,13,2,259,61*,23.54,190,136.31,0,2,22,7
28,Manish Pandey,13,12,1,225,40,20.45,184,122.28,0,0,22,7
29,Dwayne Bravo,17,14,5,195,62*,21.66,148,131.75,0,1,22,5
30,David Miller,13,13,2,357,89*,32.45,266,134.21,0,2,21,21
31,Moises Henriques,9,9,2,287,74*,41.00,211,136.01,0,2,19,13
32,Ambati Rayudu,15,14,5,281,53*,31.22,193,145.59,0,1,18,16
33,Karun Nair,14,12,1,181,61,16.45,145,124.82,0,1,18,5
34,Quinton de Kock,3,3,0,122,69,40.66,77,158.44,0,2,18,4
35,Mandeep Singh,14,9,2,157,54*,22.42,100,157.00,0,1,17,6
36,Wriddhiman Saha,14,13,0,249,42,19.15,197,126.39,0,0,16,10
37,Sanju Samson,14,11,1,204,76,20.40,163,125.15,0,1,16,8
38,Kedar Jadhav,14,12,4,189,63*,23.62,140,135.00,0,1,16,7
39,Dinesh Karthik,16,11,0,141,28,12.81,117,120.51,0,0,15,4
40,Axar Patel,14,12,3,206,40*,22.88,174,118.39,0,0,13,8
41,Glenn Maxwell,11,11,0,145,43,13.18,112,129.46,0,0,13,8
42,Unmukt Chand,6,5,0,102,58,20.40,83,122.89,0,1,13,2
43,Suryakumar Yadav,13,13,4,157,46*,17.44,113,138.93,0,0,12,8
44,James Faulkner,13,11,3,144,46,18.00,109,132.11,0,0,12,5
45,Angelo Mathews,11,10,3,144,28,20.57,104,138.46,0,0,12,6
46,Naman Ojha,14,11,1,137,28,13.70,121,113.22,0,0,12,4
47,David Wiese,14,7,3,122,47*,30.50,86,141.86,0,0,12,4
48,Sarfaraz Khan,13,8,4,111,45*,27.75,71,156.33,0,0,12,2
49,Virender Sehwag,8,8,0,99,47,12.37,84,117.85,0,0,12,3
50,Eoin Morgan,9,9,1,187,63,23.37,151,123.84,0,1,11,11
51,Corey Anderson,4,4,1,114,55*,38.00,97,117.52,0,2,11,6
52,Pawan Negi,10,9,1,116,36,14.50,73,158.90,0,0,10,5
53,Harbhajan Singh,15,10,3,117,64,16.71,73,160.27,0,1,9,9
54,Hardik Pandya,9,8,3,112,61*,22.40,62,180.64,0,1,9,8
55,Saurabh Tiwary,7,6,6,109,28*,-,78,139.74,0,0,9,5
56,Albie Morkel,4,3,2,86,73*,86.00,65,132.30,0,1,9,2
57,KL Rahul,9,8,3,142,44*,28.40,126,112.69,0,0,8,5
58,Manoj Tiwary,5,3,1,57,32,28.50,56,101.78,0,0,8,1
59,Ravindra Jadeja,17,12,5,132,24,18.85,126,104.76,0,0,7,3
60,Shaun Marsh,4,4,0,81,65,20.25,58,139.65,0,1,7,3
61,Stuart Binny,13,8,4,74,20,18.50,66,112.12,0,0,7,1
62,Deepak Hooda,14,9,0,151,54,16.77,95,158.94,0,1,6,11
63,Ravi Bopara,9,8,3,145,41,29.00,120,120.83,0,0,6,6
64,Ravichandran Ashwin,14,6,3,52,23,17.33,32,162.50,0,0,6,1
65,Hanuma Vihari,5,4,0,39,16,9.75,35,111.42,0,0,6,0
66,Manvinder Bisla,2,2,0,37,20,18.50,30,123.33,0,0,6,1
67,Michael Hussey,4,4,0,77,56,19.25,70,110.00,0,1,5,3
68,Piyush Chawla,13,8,4,54,22,13.50,47,114.89,0,0,5,2
69,Shakib Al Hasan,4,3,0,36,23,12.00,27,133.33,0,0,5,0
70,Johan Botha,4,3,0,31,17,10.33,15,206.66,0,0,5,1
71,Umesh Yadav,12,4,3,29,24*,29.00,14,207.14,0,0,5,1
72,Manan Vohra,7,7,0,82,39,11.71,81,101.23,0,0,4,5
73,Ryan ten Doeschate,6,5,2,61,38*,20.33,45,135.55,0,0,4,3
74,Jagadeesha Suchith,13,6,5,48,34*,48.00,32,150.00,0,0,4,2
75,Aaron Finch,3,3,1,23,10*,11.50,33,69.69,0,0,4,0
76,Iqbal Abdulla,5,2,0,20,20,10.00,18,111.11,0,0,4,0
77,Karn Sharma,14,9,3,104,32,17.33,85,122.35,0,0,3,6
78,Chris Morris,11,7,5,76,34*,38.00,46,165.21,0,0,3,5
79,Ashish Reddy,6,5,2,73,22*,24.33,46,158.69,0,0,3,5
80,Gurkeerat Mann Singh,5,5,0,35,15,7.00,39,89.74,0,0,3,1
81,Dale Steyn,6,3,2,20,19*,20.00,13,153.84,0,0,3,0
82,Rishi Dhawan,5,5,3,36,25*,18.00,33,109.09,0,0,2,2
83,Nathan Coulter-Nile,11,5,1,20,6,5.00,18,111.11,0,0,2,1
84,Bhuvneshwar Kumar,14,3,2,17,11*,17.00,10,170.00,0,0,2,1
85,Abu Nechim,3,3,2,10,5*,10.00,5,200.00,0,0,2,0
86,Mitchell Johnson,9,8,4,31,13*,7.75,36,86.11,0,0,1,1
87,Kane Williamson,2,2,1,31,26*,31.00,27,114.81,0,0,1,1
88,Mohit Sharma,16,6,3,28,21*,9.33,18,155.55,0,0,1,2
89,Praveen Kumar,12,4,1,17,12,5.66,25,68.00,0,0,1,0
90,Sean Abbott,2,2,0,15,14,7.50,13,115.38,0,0,1,1
91,Aditya Tare,2,2,0,14,7,7.00,17,82.35,0,0,1,0
92,Rilee Rossouw,2,2,0,14,14,7.00,10,140.00,0,0,1,1
93,Tim Southee,7,3,2,13,7*,13.00,9,144.44,0,0,1,0
94,Karanveer Singh,4,3,2,11,5*,11.00,16,68.75,0,0,1,0
95,Mitchell Starc,13,3,2,11,9*,11.00,14,78.57,0,0,1,0
96,Sandeep Sharma,14,3,2,9,7,9.00,14,64.28,0,0,1,0
97,Ankit Sharma,4,2,1,7,7*,7.00,6,116.66,0,0,1,0
98,Shardul Thakur,1,1,1,7,7*,-,6,116.66,0,0,1,0
99,Lasith Malinga,15,1,1,6,6*,-,10,60.00,0,0,1,0
100,Azhar Mahmood,1,1,0,6,6,6.00,7,85.71,0,0,1,0
