POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s
28,Aaron Finch,13,13,1,299,72,24.91,180,166.11,0,2,25,19
29,Chris Lynn,7,7,1,295,93*,49.16,163,180.98,0,3,25,19
30,Kedar Jadhav,13,13,1,267,69,22.25,186,143.54,0,1,25,10
31,Nitish Rana,13,12,1,333,62*,30.27,264,126.13,0,3,24,17
32,Krunal Pandya,13,11,4,243,47,34.71,179,135.75,0,0,24,7
33,Virat Kohli,10,10,0,308,64,30.80,252,122.22,0,4,23,11
34,Manan Vohra,11,9,0,229,95,25.44,159,144.02,0,1,23,9
35,Ben Stokes,12,11,1,316,103*,31.60,221,142.98,1,1,22,15
36,Mandeep Singh,11,10,0,188,52,18.80,177,106.21,0,1,21,4
37,Kane Williamson,7,7,1,256,89,42.66,169,151.47,0,2,20,10
38,Wriddhiman Saha,14,11,1,234,93*,23.40,187,125.13,0,1,20,8
39,Glenn Maxwell,14,13,3,310,47,31.00,179,173.18,0,0,19,26
40,Sam Billings,6,6,0,138,55,23.00,104,132.69,0,1,19,1
41,Martin Guptill,7,7,1,132,50*,22.00,88,150.00,0,1,17,5
42,MS Dhoni,16,15,4,290,61*,26.36,250,116.00,0,1,15,16
43,Chris Gayle,9,9,0,200,77,22.22,163,122.69,0,1,15,14
44,Chris Morris,9,9,4,154,52*,30.80,94,163.82,0,1,15,6
45,Ravindra Jadeja,12,10,6,158,28,39.50,113,139.82,0,0,13,4
46,AB de Villiers,9,9,1,216,89*,27.00,163,132.51,0,1,12,16
47,Vijay Shankar,4,4,2,101,63*,50.50,75,134.66,0,1,12,1
48,Hardik Pandya,17,16,9,250,35*,35.71,160,156.25,0,0,11,20
49,Axar Patel,14,13,5,227,44,28.37,162,140.12,0,0,11,11
50,Pawan Negi,12,10,2,144,35,18.00,111,129.72,0,0,10,7
51,Lendl Simmons,7,7,0,137,66,19.57,112,122.32,0,2,10,8
52,Colin de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,10,6
53,Travis Head,7,7,2,151,75*,30.20,108,139.81,0,1,9,6
54,Yusuf Pathan,15,11,3,143,59,17.87,115,124.34,0,1,9,6
55,Jason Roy,3,3,1,59,31,29.50,40,147.50,0,0,9,1
56,Saurabh Tiwary,1,1,0,52,52,52.00,43,120.93,0,1,9,0
57,Corey Anderson,11,11,4,142,41*,20.28,123,115.44,0,0,8,9
58,Suryakumar Yadav,10,7,1,105,31,17.50,88,119.31,0,0,8,3
59,Ambati Rayudu,5,5,0,91,63,18.20,78,116.66,0,1,7,3
60,Stuart Binny,8,7,2,78,18*,15.60,76,102.63,0,0,6,3
61,Shane Watson,8,7,1,71,24,11.83,78,91.02,0,0,6,1
62,Eoin Morgan,4,4,0,65,26,16.25,62,104.83,0,0,6,2
63,Dan Christian,13,9,4,79,17*,15.80,49,161.22,0,0,5,5
64,Deepak Hooda,10,6,3,78,19*,26.00,52,150.00,0,0,5,4
65,Pat Cummins,12,9,4,77,24,15.40,53,145.28,0,0,5,4
66,Kagiso Rabada,6,3,0,55,44,18.33,64,85.93,0,0,5,1
67,Ben Cutting,4,3,1,51,20,25.50,26,196.15,0,0,5,3
68,Karn Sharma,9,6,0,49,19,8.16,41,119.51,0,0,5,2
69,Sheldon Jackson,4,3,1,38,16,19.00,31,122.58,0,0,5,0
70,David Miller,5,4,1,83,30*,27.66,80,103.75,0,0,4,4
71,James Faulkner,8,6,2,54,21,13.50,57,94.73,0,0,4,0
72,Andrew Tye,6,3,1,53,25,26.50,30,176.66,0,0,4,3
73,Chris Woakes,13,7,3,46,18,11.50,47,97.87,0,0,4,1
74,Mohammad Shami,8,6,2,36,21,9.00,24,150.00,0,0,4,2
75,Rahul Tewatia,3,2,1,19,15*,19.00,11,172.72,0,0,4,0
76,Mohit Sharma,14,7,1,51,13,8.50,50,102.00,0,0,3,1
77,Ishank Jaggi,2,2,1,33,28,33.00,39,84.61,0,0,3,0
78,Mayank Agarwal,3,3,0,26,20,8.66,27,96.29,0,0,3,0
79,Aditya Tare,3,3,0,18,18,6.00,23,78.26,0,0,3,0
80,Naman Ojha,14,5,1,79,34,19.75,65,121.53,0,0,2,3
81,Amit Mishra,14,6,5,49,13*,49.00,52,94.23,0,0,2,2
82,Sreenath Aravind,10,8,4,32,9,8.00,40,80.00,0,0,2,0
83,Angelo Mathews,3,2,0,32,31,16.00,27,118.51,0,0,2,1
84,Bipul Sharma,7,3,2,31,21*,31.00,24,129.16,0,0,2,1
85,Ankit Sharma,1,1,0,25,25,25.00,15,166.66,0,0,2,1
86,Kuldeep Yadav,12,2,0,20,16,10.00,22,90.90,0,0,2,0
87,Sachin Baby,3,3,0,15,12,5.00,15,100.00,0,0,2,0
88,Anureet Singh,1,1,0,15,15,15.00,12,125.00,0,0,2,0
89,Carlos Brathwaite,2,2,0,12,11,6.00,15,80.00,0,0,2,0
90,Marlon Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,2
91,Basil Thampi,12,5,5,28,13*,-,28,100.00,0,0,1,1
92,Aniket Choudhary,5,3,2,25,15*,25.00,20,125.00,0,0,1,1
93,Mitchell Johnson,5,3,3,20,13*,-,17,117.64,0,0,1,1
94,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,1,1
95,Marcus Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,1,0
96,Ankit Bawne,1,1,1,12,12*,-,12,100.00,0,0,1,0
97,Faf du Plessis,2,1,0,8,8,8.00,7,114.28,0,0,1,0
98,Ishant Sharma,6,3,1,8,5*,4.00,12,66.66,0,0,1,0
99,Ashok Dinda,3,1,0,7,7,7.00,7,100.00,0,0,1,0
100,Darren Bravo,1,1,1,6,6*,-,5,120.00,0,0,1,0
